floor,event_id,room,wave,delay_frames,event_type,actions,enemy_records,enemy_types
8,101,10,1,1,1,trigger_event(1011); stop,3,"{""0x00A6"": 3}"
8,1011,10,2,10,1,trigger_event(1012); stop,4,"{""0x00A6"": 4}"
8,1012,10,3,10,1,trigger_event(1013); stop,4,"{""0x00A6"": 4}"
8,1013,10,4,10,1,set_switch(45); set_switch(46); set_switch(49); set_switch(50); set_switch(43); set_switch(44); stop,7,"{""0x00A8"": 7}"
8,201,20,1,1,1,trigger_event(2011); stop,4,"{""0x00A6"": 4}"
8,2011,20,2,10,1,set_switch(51); set_switch(52); stop,5,"{""0x00A0"": 1, ""0x00A6"": 4}"
8,202,20,3,10,1,stop,4,"{""0x00A8"": 4}"
8,701,70,1,1,1,trigger_event(7011); stop,7,"{""0x00A0"": 1, ""0x00A8"": 6}"
8,7011,70,2,1,1,trigger_event(7012); stop,4,"{""0x00A6"": 4}"
8,7012,70,3,1,1,trigger_event(7013); stop,4,"{""0x00A1"": 1, ""0x00A6"": 3}"
8,7013,70,4,1,1,set_switch(41); set_switch(42); stop,5,"{""0x00A8"": 4, ""0x00A5"": 1}"
8,301,30,1,1,1,trigger_event(3011); stop,5,"{""0x00A6"": 5}"
8,3011,30,2,1,1,trigger_event(3012); stop,3,"{""0x00A6"": 3}"
8,3012,30,3,1,1,trigger_event(3013); stop,4,"{""0x00A8"": 4}"
8,3013,30,4,1,1,trigger_event(3014); stop,3,"{""0x00A8"": 2, ""0x00A1"": 1}"
8,3014,30,5,1,1,set_switch(39); set_switch(40); set_switch(37); set_switch(38); set_switch(33); set_switch(34); set_switch(35); set_switch(36); set_switch(31); set_switch(32); stop,8,"{""0x00A8"": 7, ""0x00A0"": 1}"
8,501,55,1,1,1,trigger_event(5511); stop,2,"{""0x00A6"": 2}"
8,5511,55,2,1,1,trigger_event(5512); stop,6,"{""0x00A6"": 3, ""0x00A8"": 3}"
8,5512,55,3,1,1,set_switch(30); set_switch(29); set_switch(27); set_switch(28); set_switch(26); set_switch(25); stop,4,"{""0x00A1"": 1, ""0x00A8"": 3}"
8,331,33,1,10,1,trigger_event(3311); stop,3,"{""0x00A6"": 3}"
8,3311,33,2,1,1,trigger_event(3312); stop,2,"{""0x00A0"": 2}"
8,3312,33,3,1,1,set_switch(21); set_switch(22); set_switch(15); set_switch(16); set_switch(23); set_switch(24); stop,3,"{""0x00A0"": 1, ""0x00A6"": 2}"
8,121,12,1,10,1,trigger_event(1211); stop,2,"{""0x00A7"": 2}"
8,1211,12,2,10,1,set_switch(19); set_switch(20); set_switch(17); set_switch(18); set_switch(9); set_switch(10); set_switch(23); set_switch(24); stop,5,"{""0x00A8"": 5}"
8,111,11,1,10,1,trigger_event(1111); stop,7,"{""0x00A8"": 7}"
8,1111,11,2,10,1,set_switch(14); set_switch(13); stop,5,"{""0x00A5"": 1, ""0x00A8"": 4}"
8,311,31,1,10,1,trigger_event(3111); stop,3,"{""0x00A6"": 3}"
8,3111,31,2,10,1,trigger_event(3112); stop,3,"{""0x00A6"": 3}"
8,3112,31,3,10,1,set_switch(11); set_switch(12); stop,3,"{""0x00A6"": 3}"
8,312,31,4,10,1,trigger_event(3121); stop,1,"{""0x00A0"": 1}"
8,3121,31,5,10,1,trigger_event(3122); stop,2,"{""0x00A0"": 2}"
8,3122,31,6,10,1,stop,4,"{""0x00A8"": 4}"
8,221,22,1,10,1,trigger_event(2211); stop,3,"{""0x00A6"": 3}"
8,2211,22,2,10,1,trigger_event(2212); stop,3,"{""0x00A6"": 3}"
8,2212,22,3,10,1,trigger_event(2213); stop,6,"{""0x00A8"": 6}"
8,2213,22,4,10,1,set_switch(9); set_switch(10); set_switch(8); set_switch(3); set_switch(17); set_switch(18); set_switch(19); set_switch(20); stop,5,"{""0x00A0"": 1, ""0x00A1"": 1, ""0x00A6"": 3}"
8,321,32,1,10,1,trigger_event(3211); stop,2,"{""0x00A6"": 2}"
8,3211,32,2,10,1,trigger_event(3212); stop,3,"{""0x00A1"": 1, ""0x00A6"": 2}"
8,3212,32,3,10,1,set_switch(4); set_switch(5); set_switch(6); set_switch(7); set_switch(1); set_switch(2); stop,2,"{""0x00A0"": 2}"
8,322,32,4,10,1,trigger_event(3221); stop,3,"{""0x00A6"": 3}"
8,3221,32,5,10,1,trigger_event(3222); stop,3,"{""0x00A6"": 3}"
8,3222,32,6,10,1,stop,1,"{""0x00A5"": 1}"
9,301,30,1,1,1,trigger_event(3011); stop,4,"{""0x00A6"": 4}"
9,3011,30,2,45,1,set_switch(1); set_switch(2); set_switch(3); set_switch(4); stop,7,"{""0x00A3"": 1, ""0x00A2"": 3, ""0x00A6"": 3}"
9,311,31,1,1,1,trigger_event(3111); stop,6,"{""0x00A8"": 6}"
9,3111,31,2,45,1,set_switch(33); set_switch(34); set_switch(35); set_switch(36); set_switch(37); set_switch(38); stop,6,"{""0x00A6"": 6}"
9,321,32,1,1,1,trigger_event(3211); stop,3,"{""0x00A0"": 3}"
9,3211,32,2,30,1,set_switch(23); set_switch(24); set_switch(25); set_switch(26); set_switch(27); set_switch(28); set_switch(41); set_switch(42); stop,6,"{""0x00A8"": 6}"
9,331,33,1,1,1,set_switch(45); set_switch(46); set_switch(47); set_switch(48); set_switch(49); set_switch(50); set_switch(53); set_switch(54); stop,6,"{""0x00A3"": 1, ""0x00A2"": 3, ""0x00A6"": 2}"
9,341,34,1,1,1,trigger_event(3411); stop,6,"{""0x00A8"": 6}"
9,3411,34,2,1,1,set_switch(51); set_switch(52); stop,6,"{""0x00A6"": 6}"
9,401,40,1,1,1,trigger_event(4011); stop,6,"{""0x00A6"": 6}"
9,4011,40,2,45,1,set_switch(5); set_switch(6); set_switch(7); set_switch(8); set_switch(9); set_switch(10); set_switch(11); set_switch(12); stop,4,"{""0x00A7"": 1, ""0x00A8"": 3}"
9,403,40,3,60,1,stop,4,"{""0x00A8"": 4}"
9,411,41,1,1,1,trigger_event(4111); stop,7,"{""0x00A3"": 1, ""0x00A2"": 6}"
9,4111,41,2,60,1,set_switch(15); set_switch(16); set_switch(17); set_switch(18); set_switch(19); set_switch(20); set_switch(21); set_switch(22); stop,8,"{""0x00A3"": 1, ""0x00A2"": 3, ""0x00A6"": 4}"
9,412,41,3,100,1,stop,3,"{""0x00A6"": 3}"
9,421,42,1,1,1,trigger_event(4211); stop,1,"{""0x00A7"": 1}"
9,4211,42,2,60,1,trigger_event(4212); stop,4,"{""0x00A6"": 4}"
9,4212,42,3,55,1,stop,2,"{""0x00A0"": 2}"
9,422,42,4,60,1,trigger_event(4221); stop,3,"{""0x00A8"": 3}"
9,4221,42,5,40,1,trigger_event(4222); stop,4,"{""0x00A3"": 1, ""0x00A2"": 3}"
9,4222,42,6,45,1,set_switch(55); set_switch(56); stop,1,"{""0x00A0"": 1}"
9,431,43,1,1,1,trigger_event(4311); stop,2,"{""0x00A6"": 2}"
9,4311,43,2,90,1,trigger_event(4312); stop,4,"{""0x00A3"": 1, ""0x00A2"": 3}"
9,4312,42,3,45,1,stop,2,"{""0x00A0"": 2}"
9,432,43,4,60,1,trigger_event(4321); stop,2,"{""0x00A0"": 2}"
9,4321,43,5,80,1,trigger_event(4322); stop,4,"{""0x00A6"": 4}"
9,4322,43,6,100,1,trigger_event(4323); stop,4,"{""0x00A8"": 4}"
9,4323,43,7,120,1,set_switch(61); set_switch(62); set_switch(63); set_switch(64); set_switch(65); set_switch(66); stop,1,"{""0x00A4"": 1}"
9,501,50,1,1,1,trigger_event(5011); stop,6,"{""0x00A6"": 6}"
9,5011,50,2,45,1,set_switch(29); set_switch(30); set_switch(31); set_switch(32); stop,6,"{""0x00A8"": 6}"
9,651,65,1,1,1,trigger_event(6511); stop,5,"{""0x00A8"": 5}"
9,6511,65,2,60,1,set_switch(13); set_switch(14); stop,3,"{""0x00A0"": 3}"
9,701,70,1,1,1,set_switch(57); set_switch(58); set_switch(59); set_switch(60); stop,3,"{""0x00A6"": 3}"
9,801,80,1,30,1,trigger_event(8011); stop,6,"{""0x00A6"": 6}"
9,8011,80,2,90,1,trigger_event(8012); stop,3,"{""0x00A8"": 3}"
9,8012,80,3,60,1,stop,4,"{""0x00A3"": 1, ""0x00A2"": 3}"
9,802,80,4,50,1,trigger_event(8021); stop,1,"{""0x00A4"": 1}"
9,8021,80,5,90,1,trigger_event(8022); stop,2,"{""0x00A8"": 2}"
9,8022,80,6,190,1,set_switch(43); set_switch(44); stop,3,"{""0x00A0"": 3}"
10,211,21,1,20,1,trigger_event(2111); stop,3,"{""0x00A6"": 3}"
10,2111,21,2,20,1,set_switch(7); set_switch(8); set_switch(4); set_switch(3); stop,2,"{""0x00A1"": 1, ""0x00A4"": 1}"
10,401,40,1,20,1,trigger_event(4011); stop,2,"{""0x00A6"": 2}"
10,4011,40,2,20,1,trigger_event(4012); stop,3,"{""0x00A6"": 3}"
10,4012,40,3,20,1,set_switch(1); set_switch(2); stop,1,"{""0x00A4"": 1}"
10,402,40,4,20,1,trigger_event(4021); stop,3,"{""0x00A6"": 3}"
10,4021,40,5,20,1,trigger_event(4022); stop,3,"{""0x00A6"": 3}"
10,4022,40,6,20,1,stop,4,"{""0x00A3"": 1, ""0x00A2"": 3}"
10,301,30,1,20,1,trigger_event(3011); stop,5,"{""0x00A6"": 5}"
10,3011,30,2,20,1,set_switch(9); set_switch(10); set_switch(15); set_switch(16); set_switch(12); set_switch(11); stop,6,"{""0x00A6"": 6}"
10,651,65,1,20,1,set_switch(13); set_switch(14); set_switch(23); set_switch(24); stop,7,"{""0x00A8"": 7}"
10,652,65,2,20,1,stop,2,"{""0x00A5"": 1, ""0x00A1"": 1}"
10,653,65,3,20,1,stop,1,"{""0x00A5"": 1}"
