floor,event_id,room,wave,delay_frames,event_type,actions,enemy_records,enemy_types
3,521,52,1,1,1,trigger_event(5211); stop,4,"{""0x0061"": 4}"
3,5211,52,2,1,1,trigger_event(5212); stop,4,"{""0x0061"": 4}"
3,5212,52,3,1,1,trigger_event(5213); stop,1,"{""0x0061"": 1}"
3,5213,52,4,1,1,set_switch(21); stop,6,"{""0x0061"": 6}"
3,311,20,1,1,1,trigger_event(2011); stop,3,"{""0x0061"": 3}"
3,2011,20,2,1,1,set_switch(19); stop,3,"{""0x0061"": 3}"
3,511,51,1,1,1,trigger_event(5111); stop,5,"{""0x0061"": 5}"
3,5111,51,2,1,1,trigger_event(5112); stop,1,"{""0x0061"": 1}"
3,5112,51,3,1,1,trigger_event(5113); stop,4,"{""0x0061"": 4}"
3,5113,51,4,1,1,trigger_event(5114); stop,4,"{""0x0061"": 4}"
3,5114,51,5,1,1,set_switch(16); set_switch(17); set_switch(15); set_switch(18); set_switch(14); set_switch(13); stop,6,"{""0x0061"": 6}"
3,331,33,1,1,1,trigger_event(3311); stop,3,"{""0x0061"": 3}"
3,3311,33,2,1,1,stop,6,"{""0x0061"": 6}"
3,601,60,1,1,1,trigger_event(6011); stop,5,"{""0x0061"": 5}"
3,6011,60,2,1,1,trigger_event(6012); stop,6,"{""0x0061"": 6}"
3,6012,60,3,1,1,trigger_event(6013); stop,5,"{""0x0061"": 5}"
3,6013,60,4,1,1,set_switch(11); set_switch(12); set_switch(8); set_switch(9); stop,6,"{""0x0061"": 6}"
3,531,53,1,1,1,trigger_event(5311); stop,6,"{""0x0061"": 6}"
3,5311,53,2,1,1,trigger_event(5312); stop,4,"{""0x0061"": 4}"
3,5312,53,3,1,1,trigger_event(5313); stop,6,"{""0x0061"": 6}"
3,5313,53,4,1,1,set_switch(10); set_switch(6); stop,5,"{""0x0061"": 5}"
3,101,10,1,1,1,trigger_event(1011); stop,4,"{""0x0061"": 4}"
3,1011,10,2,1,1,set_switch(7); set_switch(8); set_switch(4); stop,4,"{""0x0061"": 4}"
3,341,34,1,1,1,trigger_event(3411); stop,4,"{""0x0061"": 4}"
3,3411,34,2,1,1,trigger_event(3412); stop,8,"{""0x0061"": 8}"
3,3412,34,3,1,1,set_switch(4); set_switch(5); set_switch(7); stop,6,"{""0x0061"": 6}"
3,501,50,1,1,1,set_switch(2); set_switch(3); stop,4,"{""0x0061"": 4}"
3,502,50,2,1,1,trigger_event(5021); stop,5,"{""0x0061"": 5}"
3,5021,50,3,1,1,trigger_event(5022); stop,6,"{""0x0061"": 6}"
3,5022,50,4,1,1,set_switch(1); stop,5,"{""0x0061"": 5}"
3,321,32,1,1,1,trigger_event(3211); stop,5,"{""0x0061"": 5}"
3,3211,32,2,1,1,trigger_event(3212); stop,5,"{""0x0061"": 5}"
3,3212,32,3,1,1,set_switch(27); stop,5,"{""0x0061"": 5}"
4,141,14,1,10,1,trigger_event(1411); stop,3,"{""0x0061"": 3}"
4,1411,14,2,10,1,trigger_event(1412); stop,3,"{""0x0061"": 3}"
4,1412,14,3,10,1,trigger_event(1413); stop,3,"{""0x0061"": 3}"
4,1413,14,4,10,1,stop,3,"{""0x0061"": 3}"
4,142,14,5,10,1,trigger_event(1421); stop,3,"{""0x0061"": 3}"
4,1421,14,6,10,1,trigger_event(1422); stop,1,"{""0x0061"": 1}"
4,1422,14,7,10,1,trigger_event(1423); stop,4,"{""0x0061"": 4}"
4,1423,14,8,10,1,set_switch(33); stop,2,"{""0x0061"": 2}"
4,231,23,1,10,1,trigger_event(2311); stop,5,"{""0x0061"": 5}"
4,2311,23,2,10,1,set_switch(32); set_switch(31); stop,5,"{""0x0061"": 5}"
4,302,30,1,10,1,set_switch(25); set_switch(30); set_switch(27); set_switch(24); stop,4,"{""0x0061"": 4}"
4,303,30,2,10,1,stop,5,"{""0x0061"": 5}"
4,351,35,1,10,1,trigger_event(3511); stop,4,"{""0x0061"": 4}"
4,3511,35,2,10,1,set_switch(26); set_switch(28); stop,4,"{""0x0061"": 4}"
4,352,35,3,10,1,stop,3,"{""0x0061"": 3}"
4,402,40,1,30,1,trigger_event(4021); stop,3,"{""0x0061"": 3}"
4,4021,40,2,30,1,set_switch(22); set_switch(23); set_switch(17); set_switch(18); set_switch(21); set_switch(35); set_switch(20); set_switch(19); set_switch(15); stop,4,"{""0x0061"": 4}"
4,122,12,1,10,1,trigger_event(1221); stop,4,"{""0x0061"": 4}"
4,1221,12,2,10,1,set_switch(29); stop,5,"{""0x0061"": 5}"
4,131,13,1,10,1,set_switch(20); set_switch(19); set_switch(15); stop,5,"{""0x0061"": 5}"
4,132,13,2,10,1,stop,4,"{""0x0061"": 4}"
4,111,11,1,10,1,trigger_event(1111); stop,3,"{""0x0061"": 3}"
4,1111,11,2,10,1,trigger_event(1112); stop,3,"{""0x0061"": 3}"
4,1112,11,3,10,1,trigger_event(1113); stop,3,"{""0x0061"": 3}"
4,1113,11,4,10,1,trigger_event(1114); stop,1,"{""0x0061"": 1}"
4,1114,11,5,10,1,trigger_event(1115); stop,3,"{""0x0061"": 3}"
4,1115,11,6,10,1,trigger_event(1116); stop,3,"{""0x0061"": 3}"
4,1116,11,7,10,1,trigger_event(1117); stop,4,"{""0x0061"": 4}"
4,1117,11,8,10,1,trigger_event(1118); stop,2,"{""0x0061"": 2}"
4,1118,11,9,10,1,trigger_event(1119); stop,2,"{""0x0061"": 2}"
4,1119,11,10,10,1,stop,3,"{""0x0061"": 3}"
4,112,11,11,10,1,trigger_event(1121); stop,4,"{""0x0061"": 4}"
4,1121,11,12,10,1,trigger_event(1122); stop,4,"{""0x0061"": 4}"
4,1122,11,13,10,1,trigger_event(1123); stop,2,"{""0x0061"": 2}"
4,1123,11,14,10,1,trigger_event(1124); stop,3,"{""0x0061"": 3}"
4,1124,11,15,10,1,trigger_event(1125); stop,4,"{""0x0061"": 4}"
4,1125,11,16,10,1,trigger_event(1126); stop,2,"{""0x0061"": 2}"
4,1126,11,17,10,1,trigger_event(1127); stop,1,"{""0x0061"": 1}"
4,1127,11,18,10,1,trigger_event(1128); stop,4,"{""0x0061"": 4}"
4,1128,11,19,10,1,trigger_event(1129); stop,2,"{""0x0061"": 2}"
4,1129,11,20,10,1,set_switch(12); set_switch(11); stop,3,"{""0x0061"": 3}"
