label,line,instructions
start,20,19
label0001,45,1
label0096,48,28
label0097,78,18
label00B4,98,15
label00B5,115,34
label00B6,151,12
label00B7,165,17
label00BC,184,2
label0120,188,5
label00FA,195,6
label00FC,203,9
label00FD,214,9
label00FE,225,9
label00FF,236,9
label00FB,247,9
label0098,258,1
label00A0,261,70
label00A1,333,21
label0121,356,2
label0136,360,22
label0137,384,4
label0138,390,10
label0139,402,5
label013A,409,33
label0140,444,10
label0141,457,5
label0143,464,10
label014A,476,15
label014F,494,12
label014E,508,9
label014B,519,7
label014C,528,17
label014D,547,17
label0154,566,17
label0155,586,5
label0156,593,7
label0157,602,8
label015E,612,19
label015F,633,7
label0160,642,15
label0161,659,13
label0162,674,58
label041A,734,43
label0169,780,4
label016A,786,52
label016B,840,11
label00DC,853,15
label00DD,870,8
label00DE,880,15
label00E4,897,14
label00E5,913,8
label00CF,923,1
label00D0,926,4
label00D1,932,5
label00D2,939,16
label00D3,957,5
label00D4,964,2
label0108,968,36
label0109,1006,9
label010A,1017,9
label010B,1028,9
label010C,1039,9
label010D,1050,9
label010E,1061,9
label010F,1072,9
label0110,1083,9
label0111,1094,9
label0112,1105,9
label0113,1116,9
label0114,1127,9
label0115,1138,9
label0116,1149,10
label011A,1161,9
label0117,1172,12
label0119,1186,10
label011B,1198,10
label00C8,1210,19
label00CA,1231,1
label0107,1234,16
label0008,1252,1
label004B,1255,7
label001C,1264,7
label0049,1273,6
label0017,1281,6
label0023,1289,4
label0044,1295,3
label004A,1300,4
label0038,1306,3
label0002,1311,3
label0036,1316,4
label0005,1322,4
label003D,1328,4
label001F,1334,3
label000E,1339,3
label0039,1344,3
label0020,1349,3
label002C,1354,3
label0045,1359,3
label003E,1364,3
label0048,1369,3
label003A,1374,3
label003B,1379,4
label012C,1385,1
label0003,1388,10
label0043,1400,4
label000F,1406,7
label0009,1415,4
label0007,1421,7
label0004,1430,45
label0030,1477,7
label0006,1486,15
label0047,1503,34
label0040,1539,8
label0042,1549,8
label000A,1559,6
label0018,1567,6
label0026,1575,6
label0031,1583,6
label000C,1591,6
label001D,1599,6
label0034,1607,6
label0035,1615,6
label003C,1623,6
label0041,1632,6
label0021,1640,7
label0024,1649,7
label0027,1658,7
label002A,1667,7
label002D,1676,7
label002E,1685,7
label0032,1694,7
label000B,1703,2
label0010,1707,4
label000D,1713,2
label0015,1717,4
label0011,1723,2
label0019,1727,4
label002F,1733,7
label0046,1742,4
label0012,1749,5
label0016,1756,5
label001A,1763,11
label001E,1776,15
label0022,1793,13
label0025,1808,13
label0028,1823,17
label002B,1842,11
label0029,1855,5
label0033,1862,12
label004C,1876,7
label001B,1885,2
label0037,1889,3
label0013,1894,4
label0014,1900,3
label003F,1905,5
