floor,event_id,room,wave,delay_frames,event_type,actions,enemy_records,enemy_types
1,2,0,0,0,1,set_switch(2); stop,0,{}
1,7,7,1,30,1,trigger_event(71); stop,34,"{""0x0044"": 34}"
1,71,7,2,5,1,trigger_event(72); stop,25,"{""0x0044"": 25}"
1,72,7,3,5,1,trigger_event(73); stop,31,"{""0x0044"": 31}"
1,73,7,4,5,1,trigger_event(74); stop,17,"{""0x0041"": 17}"
1,74,7,5,5,1,trigger_event(75); stop,6,"{""0x0042"": 6}"
1,75,7,6,5,1,set_switch(11); stop,26,"{""0x0043"": 26}"
2,121,12,1,1,1,trigger_event(1211); stop,21,"{""0x0041"": 21}"
2,1211,12,2,1,1,trigger_event(1212); stop,23,"{""0x0043"": 23}"
2,1212,12,3,30,1,trigger_event(1213); stop,28,"{""0x0044"": 28}"
2,1213,12,4,30,1,trigger_event(1214); stop,23,"{""0x0044"": 23}"
2,1214,12,5,60,1,trigger_event(1215); stop,20,"{""0x0044"": 20}"
2,1215,12,6,45,1,trigger_event(1216); stop,5,"{""0x0042"": 5}"
2,1216,12,7,45,1,trigger_event(1217); stop,13,"{""0x0043"": 13}"
2,1217,12,8,45,1,trigger_event(1218); stop,9,"{""0x0040"": 9}"
2,1218,12,9,45,1,trigger_event(1219); stop,14,"{""0x0040"": 14}"
2,1219,12,10,45,1,trigger_event(122); stop,17,"{""0x0040"": 17}"
2,122,12,11,1,1,trigger_event(1221); stop,16,"{""0x0044"": 8, ""0x0043"": 8}"
2,1221,12,12,1,1,trigger_event(1222); stop,17,"{""0x0041"": 9, ""0x0040"": 8}"
2,1222,12,13,30,1,trigger_event(1223); stop,22,"{""0x0044"": 22}"
2,1223,12,14,30,1,trigger_event(1224); stop,24,"{""0x0040"": 24}"
2,1224,12,15,60,1,trigger_event(1225); stop,0,{}
2,1225,12,16,45,1,trigger_event(1226); stop,0,{}
2,1226,12,17,45,1,trigger_event(1227); stop,0,{}
2,1227,12,18,45,1,trigger_event(1228); stop,0,{}
2,1228,12,19,45,1,trigger_event(1229); stop,0,{}
2,1229,12,20,45,1,set_switch(12); stop,0,{}
