label,line,instructions
start,17,30
label0001,49,1
label006F,52,2
label0070,56,2
label0071,60,3
label0096,65,28
label00AA,95,17
label0099,114,5
label00AB,121,22
label00AC,145,18
label00B1,165,3
label009A,170,48
label00AD,220,3
label009B,225,44
label00AE,271,39
label00AF,312,50
label00B0,364,5
label00FA,371,10
label0104,383,15
label0105,400,15
label0106,417,15
label0136,434,27
label0138,464,5
label0139,471,5
label013A,478,7
label0140,487,24
label014A,513,10
label014B,526,11
label0154,539,16
label0155,558,7
label0156,567,9
label015B,578,7
label019A,587,15
label019B,605,4
label019C,611,15
label019D,628,22
label019E,652,9
label0190,663,33
label0191,698,7
label01AE,707,68
label01A4,777,24
label01A5,803,32
label01D6,837,47
label01D7,886,31
label01D8,919,21
label01D9,942,50
label01DA,994,42
label0172,1038,6
label017C,1046,6
label0186,1054,35
label0187,1091,7
label00CD,1100,1
label00CE,1103,4
label00CF,1109,1
label00D0,1112,4
label00EB,1118,8
label00DC,1128,15
label00DD,1145,8
label00DE,1155,9
label00DF,1166,8
label00E2,1176,14
label00E3,1192,7
label00EA,1201,14
label00E4,1217,15
label00E5,1234,11
