label,line,opcode,args
start,23,set_floor_handler,"... 0x0 /* 0 */, label0096"
start,26,set_floor_handler,"... 0x1 /* 1 */, label0097"
start,27,set_qt_success,label00FA
label0096,47,switch_jmp,"r90, [label0099, label009A]"
label00FA,82,pl_add_meseta,"... 0x0 /* 0 */, 0x320 /* 800 */"
label0136,93,jmpi_eq,"r255, 0x00000001, label0138"
label0139,152,jmpi_eq,"r255, 0x00000000, label0001"
label0140,166,jmpi_eq,"r255, 0x00000001, label0142"
label014A,197,jmpi_eq,"r255, 0x00000001, label014B"
label0154,221,jmpi_eq,"r255, 0x00000001, label0155"
label0168,250,jmpi_eq,"r255, 0x00000001, label0169"
label016B,296,set,r255
label000B,506,jmpi_eq,"r254, 0x00000001, label0001"
label003E,1301,switch_jmp,"r41, [label001D, label0031, label006E]"
label0017,1340,switch_jmp,"r41, [label0028, label003F, label0024]"
label0048,1379,switch_jmp,"r41, [label0050, label0024]"
