source,opcode,target,line
start,set_qt_exit,label000A,19
start,set_qt_cancel,label000A,20
start,set_qt_success,label0014,21
start,set_qt_failure,label001E,22
start,set_floor_handler,label0064,25
start,set_floor_handler,label00C8,28
start,set_floor_handler,label012C,31
label0064,switch_jmp,label0065,100
label0064,switch_jmp,label0066,100
label0065,thread_stg,label0011,104
label0065,call,label006E,135
label0065,call,label0008,136
label012C,thread_stg,label0024,150
label012C,thread_stg,label0005,151
label012C,thread_stg,label0031,152
label012D,call,label0002,156
label012D,call,label003D,165
label006E,jmpi_eq,label0028,171
label006E,jmpi_eq,label0036,172
label006E,jmpi_eq,label0026,173
label006E,jmpi_eq,label001B,174
label0028,jmpi_eq,label0007,177
label0028,jmpi_eq,label0035,178
label0028,call,label002C,179
label0028,call,label001A,180
label0028,jmpi_eq,label000B,181
label0028,switch_jmp,label0038,193
label0028,switch_jmp,label000B,193
label000B,call,label001A,218
label000B,call,label003B,230
label0038,call,label003B,238
label0026,call,label002C,269
label0026,call,label001A,270
label0026,call,label003B,290
label0068,jmpi_eq,label0001,314
label0068,jmpi_eq,label0069,317
label0068,call,label0030,318
label0068,call,label0032,329
label0069,call,label0030,333
label0069,call,label003C,334
label0069,call,label0032,339
label006F,jmpi_eq,label0003,344
label006F,jmpi_eq,label003C,347
label0003,jmpi_eq,label0039,350
label0003,jmpi_eq,label0037,351
label0003,jmpi_eq,label0033,352
label0003,jmpi_eq,label002E,353
label0003,jmpi_eq,label0029,354
label0003,jmpi_eq,label0027,355
label0003,call,label0009,356
label0003,call,label001A,357
label0003,call,label003B,381
label0070,jmpi_eq,label0020,472
label0070,jmpi_eq,label001D,473
label0070,jmpi_eq,label001C,474
label0071,jmpi_eq,label003E,516
label0071,jmpi_eq,label0010,517
label0071,jmpi_eq,label000F,518
label001F,jmpi_eq,label0001,554
label001F,jmpi_eq,label001F,557
label001F,jmpi_eq,label000C,559
label001F,jmpi_eq,label000C,560
label001F,jmp,label001F,561
label000C,call,label0002,569
label000C,call,label003D,573
label0004,jmpi_gt,label0004,582
label0004,jmpi_eq,label0011,584
label0012,jmpi_eq,label0001,593
label0012,jmpi_eq,label0024,596
label0012,jmpi_eq,label0024,599
label0012,jmpi_eq,label0024,602
label0012,call,label002F,603
label000D,jmpi_gt,label000D,611
label000D,jmpi_eq,label0012,615
label000D,call,label002B,616
label002B,jmpi_eq,label0001,622
label0005,jmpi_eq,label0001,638
label0005,jmpi_eq,label0005,641
label0005,thread_stg,label0034,642
label0005,call,label0021,643
label0005,call,label002A,644
label0005,call,label0025,645
label0005,call,label003B,646
label0136,jmpi_eq,label0001,662
label0136,call,label0030,663
label0136,call,label0140,669
label0136,call,label0032,670
label0136,call,label000E,671
label0136,call,label001A,678
label0137,call,label0030,683
label0137,call,label0032,687
label0006,jmpi_eq,label0001,693
label0034,jmpi_eq,label0001,708
label0023,jmpi_gt,label0023,714
label0023,jmp,label0034,721
label0140,set_quest_board_handler,label014A,728
label0031,jmpi_ne,label0031,744
label0031,jmpi_ne,label0031,745
label002F,jmpi_eq,label0001,752
label002C,call,label0002,766
label0009,call,label0002,781
label0021,call,label0002,796
label003B,call,label003D,811
label0030,call,label0002,819
label0032,call,label003D,829
label0022,call,label0013,870
label0022,call,label000E,871
label0019,call,label000E,875
label0019,call,label000E,876
label001A,call,label0022,880
label001A,call,label0022,881
label002A,call,label001A,885
label002A,call,label0022,886
label0025,call,label001A,890
label0025,call,label001A,891
label002D,call,label002A,895
label002D,call,label002A,896
