label,line,instructions
start,17,24
label0001,43,1
label000A,46,1
label0014,49,4
label0015,55,8
label0016,65,8
label0017,75,8
label0018,85,8
label001E,95,1
label0064,98,2
label0065,103,34
label0066,139,1
label00C8,142,3
label012C,147,6
label012D,155,11
label006E,168,4
label0028,176,17
label000B,195,36
label0038,233,6
label0035,241,7
label0007,250,9
label001B,261,5
label0026,268,23
label0036,293,9
label0008,304,7
label0068,313,17
label0069,332,8
label006F,342,4
label0003,349,33
label0027,384,24
label0029,410,7
label002E,419,7
label0033,428,5
label0037,435,14
label0039,451,7
label003C,460,7
label0070,470,3
label0020,476,16
label001C,494,7
label001D,503,9
label0071,514,3
label003E,520,10
label000F,532,7
label0010,541,9
label001F,552,10
label000C,564,10
label0011,576,1
label0004,579,5
label003A,586,2
label0012,590,13
label0024,605,1
label000D,608,9
label002B,619,15
label0005,636,23
label0136,661,19
label0137,682,6
label0006,690,14
label0034,706,3
label0023,711,11
label0140,724,6
label014A,732,4
label0031,738,9
label002F,749,12
label002C,763,13
label0009,778,13
label0021,793,13
label003B,808,6
label0030,816,7
label0032,825,7
label003D,834,5
label0002,841,5
label0013,848,6
label000E,856,11
label0022,869,3
label0019,874,3
label001A,879,3
label002A,884,3
label0025,889,3
label002D,894,4
